day,hour,ip,graph_type,colormap,marker,size,score
20170620,16:21:36,177.139.217.186,linearIncrease,Greys,^,750,-1
20170620,16:21:36,177.139.217.186,linearIncrease,YlOrRd,^,750,1
20170620,16:21:43,177.139.217.186,linearDecrease,GnBu,^,750,1
20170620,16:21:43,177.139.217.186,linearDecrease,Greys,^,750,-1
20170620,16:21:46,177.139.217.186,constant,Greys,o,300,-1
20170620,16:21:46,177.139.217.186,constant,GnBu,o,300,1
20170620,16:22:00,177.139.217.186,linearDecrease,GnBu,^,750,-1
20170620,16:22:00,177.139.217.186,linearDecrease,GnBu,o,750,1
20170620,16:22:11,177.139.217.186,linearIncrease,YlOrRd,v,300,1
20170620,16:22:11,177.139.217.186,linearIncrease,Greys,v,300,-1
20170620,21:50:46,186.214.59.191,linearIncrease,Greys,^,750,-1
20170620,21:50:46,186.214.59.191,linearIncrease,Greys,^,300,1
20170620,21:50:51,186.214.59.191,linearIncrease,GnBu,v,750,-1
20170620,21:50:51,186.214.59.191,linearIncrease,GnBu,v,300,1
20170620,21:50:59,186.214.59.191,constant,GnBu,^,300,-1
20170620,21:50:59,186.214.59.191,constant,GnBu,o,300,1
20170620,21:51:03,186.214.59.191,linearIncrease,Greys,v,750,-1
20170620,21:51:03,186.214.59.191,linearIncrease,GnBu,v,750,1
20170620,21:51:10,186.214.59.191,linearIncrease,Greys,v,100,1
20170620,21:51:10,186.214.59.191,linearIncrease,Greys,v,750,-1
20170620,21:51:19,186.214.59.191,constant,GnBu,^,300,-1
20170620,21:51:19,186.214.59.191,constant,GnBu,^,100,1
20170620,21:51:30,186.214.59.191,linearDecrease,YlOrRd,^,100,-1
20170620,21:51:30,186.214.59.191,linearDecrease,GnBu,^,100,1
20170620,21:51:46,186.214.59.191,linearIncrease,YlOrRd,^,300,1
20170620,21:51:46,186.214.59.191,linearIncrease,YlOrRd,v,300,-1
20170620,21:51:57,186.214.59.191,linearIncrease,GnBu,v,100,1
20170620,21:51:57,186.214.59.191,linearIncrease,GnBu,v,750,-1
20170620,21:52:05,186.214.59.191,linearDecrease,YlOrRd,v,750,-1
20170620,21:52:05,186.214.59.191,linearDecrease,YlOrRd,o,750,1
20170620,21:52:11,186.214.59.191,linearIncrease,GnBu,o,300,1
20170620,21:52:11,186.214.59.191,linearIncrease,GnBu,o,100,-1
20170620,21:52:21,186.214.59.191,constant,Greys,o,100,1
20170620,21:52:21,186.214.59.191,constant,Greys,o,750,-1
20170620,21:52:25,186.214.59.191,linearDecrease,YlOrRd,^,300,1
20170620,21:52:25,186.214.59.191,linearDecrease,Greys,^,300,-1
20170620,21:52:30,186.214.59.191,constant,Greys,v,300,-1
20170620,21:52:30,186.214.59.191,constant,Greys,v,100,1
20170620,21:52:37,186.214.59.191,constant,GnBu,^,300,1
20170620,21:52:37,186.214.59.191,constant,GnBu,^,750,-1
20170620,21:52:46,186.214.59.191,linearDecrease,Greys,v,750,1
20170620,21:52:46,186.214.59.191,linearDecrease,Greys,^,750,-1
20170620,21:52:52,186.214.59.191,linearDecrease,Greys,^,750,-1
20170620,21:52:52,186.214.59.191,linearDecrease,YlOrRd,^,750,1
20170620,21:53:00,186.214.59.191,linearDecrease,GnBu,o,750,1
20170620,21:53:00,186.214.59.191,linearDecrease,GnBu,^,750,-1
20170620,21:53:05,186.214.59.191,linearDecrease,Greys,v,100,1
20170620,21:53:05,186.214.59.191,linearDecrease,Greys,v,750,-1
20170620,21:53:13,186.214.59.191,constant,GnBu,v,300,1
20170620,21:53:13,186.214.59.191,constant,GnBu,v,750,-1
20170621,22:48:54,179.159.179.25,constant,GnBu,o,750,1
20170621,22:48:54,179.159.179.25,constant,GnBu,o,100,-1
20170621,22:49:00,179.159.179.25,constant,YlOrRd,^,750,1
20170621,22:49:00,179.159.179.25,constant,YlOrRd,^,100,-1
20170621,22:49:07,179.159.179.25,linearIncrease,YlOrRd,v,750,-1
20170621,22:49:07,179.159.179.25,linearIncrease,YlOrRd,o,750,1
20170621,22:49:11,179.159.179.25,constant,GnBu,o,750,1
20170621,22:49:11,179.159.179.25,constant,Greys,o,750,-1
20170621,22:49:18,179.159.179.25,constant,Greys,o,750,1
20170621,22:49:18,179.159.179.25,constant,Greys,o,100,-1
20170621,22:49:25,179.159.179.25,constant,YlOrRd,v,100,1
20170621,22:49:25,179.159.179.25,constant,GnBu,v,100,-1
20170621,22:49:29,179.159.179.25,linearIncrease,YlOrRd,^,300,1
20170621,22:49:29,179.159.179.25,linearIncrease,Greys,^,300,-1
20170621,22:49:36,179.159.179.25,constant,Greys,v,100,-1
20170621,22:49:36,179.159.179.25,constant,Greys,v,300,1
20170621,22:49:44,179.159.179.25,linearDecrease,YlOrRd,o,750,1
20170621,22:49:44,179.159.179.25,linearDecrease,YlOrRd,o,100,-1
20170621,22:49:49,179.159.179.25,linearDecrease,Greys,^,100,-1
20170621,22:49:49,179.159.179.25,linearDecrease,Greys,^,300,1
20170621,22:49:51,191.23.110.148,constant,YlOrRd,^,750,1
20170621,22:49:51,191.23.110.148,constant,YlOrRd,^,300,-1
20170621,22:49:54,191.255.175.39,constant,GnBu,o,300,-1
20170621,22:49:54,191.255.175.39,constant,GnBu,o,100,1
20170621,22:49:55,179.159.179.25,constant,Greys,o,300,-1
20170621,22:49:55,179.159.179.25,constant,Greys,^,300,1
20170621,22:50:02,191.23.110.148,linearDecrease,YlOrRd,v,750,-1
20170621,22:50:02,191.23.110.148,linearDecrease,GnBu,v,750,1
20170621,22:50:03,191.255.175.39,linearIncrease,YlOrRd,^,300,1
20170621,22:50:03,191.255.175.39,linearIncrease,YlOrRd,^,100,-1
20170621,22:50:15,191.255.175.39,constant,YlOrRd,^,100,1
20170621,22:50:15,191.255.175.39,constant,YlOrRd,o,100,-1
20170621,22:50:18,191.23.110.148,linearDecrease,Greys,^,100,1
20170621,22:50:18,191.23.110.148,linearDecrease,Greys,^,750,-1
20170621,22:50:21,191.255.175.39,linearDecrease,GnBu,o,750,1
20170621,22:50:21,191.255.175.39,linearDecrease,GnBu,o,100,-1
20170621,22:50:26,191.255.175.39,linearIncrease,Greys,o,750,-1
20170621,22:50:26,191.255.175.39,linearIncrease,Greys,^,750,1
20170621,22:50:27,191.23.110.148,linearIncrease,GnBu,o,300,1
20170621,22:50:27,191.23.110.148,linearIncrease,YlOrRd,o,300,-1
20170621,22:50:30,179.159.179.25,linearIncrease,Greys,^,300,1
20170621,22:50:30,179.159.179.25,linearIncrease,GnBu,^,300,-1
20170621,22:50:31,191.255.175.39,linearIncrease,YlOrRd,o,750,1
20170621,22:50:31,191.255.175.39,linearIncrease,YlOrRd,v,750,-1
20170621,22:50:38,191.23.110.148,constant,Greys,v,750,-1
20170621,22:50:38,191.23.110.148,constant,Greys,o,750,1
20170621,22:50:39,191.255.175.39,linearDecrease,YlOrRd,o,750,1
20170621,22:50:39,191.255.175.39,linearDecrease,Greys,o,750,-1
20170621,22:50:43,191.255.175.39,constant,YlOrRd,o,300,-1
20170621,22:50:43,191.255.175.39,constant,Greys,o,300,1
20170621,22:50:46,191.23.110.148,linearIncrease,GnBu,^,300,1
20170621,22:50:46,191.23.110.148,linearIncrease,Greys,^,300,-1
20170621,22:50:48,191.255.175.39,linearDecrease,Greys,^,100,-1
20170621,22:50:48,191.255.175.39,linearDecrease,YlOrRd,^,100,1
20170621,22:50:52,191.23.110.148,constant,YlOrRd,o,300,1
20170621,22:50:52,191.23.110.148,constant,YlOrRd,o,750,-1
20170621,22:50:53,191.255.175.39,constant,GnBu,^,100,1
20170621,22:50:53,191.255.175.39,constant,GnBu,v,100,-1
20170621,22:50:56,191.23.110.148,constant,GnBu,v,300,1
20170621,22:50:56,191.23.110.148,constant,GnBu,o,300,-1
20170621,22:50:58,191.255.175.39,linearIncrease,Greys,^,300,1
20170621,22:50:58,191.255.175.39,linearIncrease,Greys,^,750,-1
20170621,22:51:00,191.23.110.148,linearIncrease,GnBu,o,750,1
20170621,22:51:00,191.23.110.148,linearIncrease,GnBu,o,300,-1
20170621,22:51:05,191.23.110.148,constant,YlOrRd,v,100,1
20170621,22:51:05,191.23.110.148,constant,YlOrRd,o,100,-1
20170621,22:51:06,191.255.175.39,constant,Greys,o,750,-1
20170621,22:51:06,191.255.175.39,constant,GnBu,o,750,1
20170621,22:51:08,191.23.110.148,linearDecrease,Greys,^,300,-1
20170621,22:51:08,191.23.110.148,linearDecrease,YlOrRd,^,300,1
20170621,22:51:09,179.159.179.25,constant,Greys,^,100,-1
20170621,22:51:09,179.159.179.25,constant,YlOrRd,^,100,1
20170621,22:51:12,191.255.175.39,constant,YlOrRd,v,750,1
20170621,22:51:12,191.255.175.39,constant,Greys,v,750,-1
20170621,22:51:14,179.159.179.25,linearIncrease,YlOrRd,o,300,1
20170621,22:51:14,179.159.179.25,linearIncrease,Greys,o,300,-1
20170621,22:51:15,191.23.110.148,linearIncrease,YlOrRd,^,750,-1
20170621,22:51:15,191.23.110.148,linearIncrease,YlOrRd,^,100,1
20170621,22:51:17,191.255.175.39,linearIncrease,GnBu,v,750,-1
20170621,22:51:17,191.255.175.39,linearIncrease,GnBu,o,750,1
20170621,22:51:19,179.159.179.25,linearDecrease,GnBu,o,100,-1
20170621,22:51:19,179.159.179.25,linearDecrease,GnBu,^,100,1
20170621,22:51:19,191.23.110.148,constant,GnBu,v,300,1
20170621,22:51:19,191.23.110.148,constant,Greys,v,300,-1
20170621,22:51:22,191.255.175.39,linearIncrease,Greys,v,100,-1
20170621,22:51:22,191.255.175.39,linearIncrease,YlOrRd,v,100,1
20170621,22:51:24,179.159.179.25,constant,Greys,v,300,-1
20170621,22:51:24,179.159.179.25,constant,GnBu,v,300,1
20170621,22:51:26,191.255.175.39,linearDecrease,Greys,o,750,1
20170621,22:51:26,191.255.175.39,linearDecrease,Greys,^,750,-1
20170621,22:51:29,179.159.179.25,linearDecrease,YlOrRd,o,300,1
20170621,22:51:29,179.159.179.25,linearDecrease,YlOrRd,o,100,-1
20170621,22:51:32,191.255.175.39,constant,Greys,o,300,-1
20170621,22:51:32,191.255.175.39,constant,GnBu,o,300,1
20170621,22:51:37,191.255.175.39,constant,Greys,o,100,-1
20170621,22:51:37,191.255.175.39,constant,GnBu,o,100,1
20170621,22:51:49,191.255.175.39,linearDecrease,YlOrRd,^,100,1
20170621,22:51:49,191.255.175.39,linearDecrease,YlOrRd,^,750,-1
20170621,22:51:58,179.159.179.25,constant,YlOrRd,v,750,1
20170621,22:51:58,179.159.179.25,constant,Greys,v,750,-1
20170621,22:52:01,191.255.175.39,constant,GnBu,^,100,1
20170621,22:52:01,191.255.175.39,constant,GnBu,v,100,-1
20170621,22:52:03,179.159.179.25,linearIncrease,YlOrRd,v,300,-1
20170621,22:52:03,179.159.179.25,linearIncrease,YlOrRd,^,300,1
20170621,22:52:09,179.159.179.25,linearDecrease,GnBu,^,750,1
20170621,22:52:09,179.159.179.25,linearDecrease,GnBu,o,750,-1
20170621,22:52:14,179.159.179.25,linearIncrease,GnBu,v,750,-1
20170621,22:52:14,179.159.179.25,linearIncrease,GnBu,o,750,1
20170621,22:52:23,179.159.179.25,linearDecrease,Greys,v,750,-1
20170621,22:52:23,179.159.179.25,linearDecrease,YlOrRd,v,750,1
20170621,22:52:28,179.159.179.25,linearDecrease,YlOrRd,o,750,1
20170621,22:52:28,179.159.179.25,linearDecrease,YlOrRd,o,100,-1
20170621,22:52:34,179.159.179.25,linearDecrease,Greys,^,100,-1
20170621,22:52:34,179.159.179.25,linearDecrease,GnBu,^,100,1
20170621,22:52:39,179.159.179.25,linearDecrease,Greys,^,100,-1
20170621,22:52:39,179.159.179.25,linearDecrease,Greys,^,750,1
20170621,22:52:44,179.159.179.25,linearIncrease,GnBu,o,100,1
20170621,22:52:44,179.159.179.25,linearIncrease,GnBu,v,100,-1
20170621,22:52:49,179.159.179.25,linearDecrease,YlOrRd,^,750,1
20170621,22:52:49,179.159.179.25,linearDecrease,GnBu,^,750,-1
20170621,22:52:56,179.159.179.25,linearIncrease,GnBu,o,300,-1
20170621,22:52:56,179.159.179.25,linearIncrease,GnBu,^,300,1
20170621,22:53:01,179.159.179.25,linearIncrease,Greys,o,750,1
20170621,22:53:01,179.159.179.25,linearIncrease,Greys,o,100,-1
20170621,22:53:06,179.159.179.25,linearIncrease,GnBu,v,750,1
20170621,22:53:06,179.159.179.25,linearIncrease,Greys,v,750,-1
20170621,22:53:11,179.159.179.25,linearDecrease,Greys,o,100,1
20170621,22:53:11,179.159.179.25,linearDecrease,Greys,v,100,-1
20170621,22:53:15,189.61.239.209,linearIncrease,YlOrRd,^,750,-1
20170621,22:53:15,189.61.239.209,linearIncrease,YlOrRd,^,300,1
20170621,22:53:20,179.159.179.25,linearIncrease,YlOrRd,v,300,-1
20170621,22:53:20,179.159.179.25,linearIncrease,YlOrRd,v,750,1
20170621,22:53:30,189.61.239.209,linearIncrease,YlOrRd,o,300,1
20170621,22:53:30,189.61.239.209,linearIncrease,YlOrRd,v,300,-1
20170621,22:53:47,189.61.239.209,linearDecrease,YlOrRd,v,750,-1
20170621,22:53:47,189.61.239.209,linearDecrease,YlOrRd,^,750,1
20170621,22:53:51,189.61.239.209,linearIncrease,Greys,v,750,-1
20170621,22:53:51,189.61.239.209,linearIncrease,YlOrRd,v,750,1
20170621,22:53:57,189.61.239.209,linearIncrease,YlOrRd,v,300,-1
20170621,22:53:57,189.61.239.209,linearIncrease,GnBu,v,300,1
20170621,22:54:01,189.61.239.209,linearIncrease,Greys,v,750,1
20170621,22:54:01,189.61.239.209,linearIncrease,Greys,v,100,-1
20170621,22:54:04,189.61.239.209,linearDecrease,Greys,o,750,-1
20170621,22:54:04,189.61.239.209,linearDecrease,Greys,v,750,1
20170621,22:54:08,189.61.239.209,constant,YlOrRd,o,300,1
20170621,22:54:08,189.61.239.209,constant,YlOrRd,^,300,-1
20170621,22:54:12,189.61.239.209,constant,Greys,^,300,-1
20170621,22:54:12,189.61.239.209,constant,YlOrRd,^,300,1
20170621,22:54:21,189.61.239.209,constant,Greys,^,750,-1
20170621,22:54:21,189.61.239.209,constant,Greys,^,100,1
20170621,22:54:24,189.61.239.209,constant,Greys,^,100,-1
20170621,22:54:24,189.61.239.209,constant,Greys,^,750,1
20170621,22:54:27,189.61.239.209,constant,Greys,^,300,1
20170621,22:54:27,189.61.239.209,constant,Greys,^,100,-1
20170621,22:54:30,189.61.239.209,linearDecrease,GnBu,o,300,1
20170621,22:54:30,189.61.239.209,linearDecrease,GnBu,^,300,-1
20170621,22:54:40,189.61.239.209,linearDecrease,Greys,^,750,-1
20170621,22:54:40,189.61.239.209,linearDecrease,Greys,o,750,1
20170621,22:54:45,189.61.239.209,linearIncrease,Greys,o,300,1
20170621,22:54:45,189.61.239.209,linearIncrease,Greys,v,300,-1
20170621,22:54:50,189.61.239.209,linearIncrease,GnBu,o,300,1
20170621,22:54:50,189.61.239.209,linearIncrease,GnBu,o,750,-1
20170621,22:54:53,189.61.239.209,linearIncrease,GnBu,o,300,1
20170621,22:54:53,189.61.239.209,linearIncrease,GnBu,o,750,-1
20170621,22:54:57,189.61.239.209,linearDecrease,GnBu,^,750,1
20170621,22:54:57,189.61.239.209,linearDecrease,Greys,^,750,-1
20170621,22:55:00,189.61.239.209,linearDecrease,Greys,v,300,-1
20170621,22:55:00,189.61.239.209,linearDecrease,Greys,o,300,1
20170621,22:55:04,189.61.239.209,linearDecrease,Greys,o,300,1
20170621,22:55:04,189.61.239.209,linearDecrease,Greys,^,300,-1
20170621,23:13:51,186.214.59.191,constant,GnBu,v,300,-1
20170621,23:13:51,186.214.59.191,constant,GnBu,v,100,1
20170621,23:13:54,186.214.59.191,linearDecrease,YlOrRd,^,750,-1
20170621,23:13:54,186.214.59.191,linearDecrease,YlOrRd,^,300,1
20170621,23:13:56,186.214.59.191,linearIncrease,GnBu,o,750,-1
20170621,23:13:56,186.214.59.191,linearIncrease,GnBu,o,300,1
20170621,23:13:59,186.214.59.191,constant,Greys,v,750,-1
20170621,23:13:59,186.214.59.191,constant,Greys,v,100,1
20170621,23:14:01,186.214.59.191,linearIncrease,GnBu,o,300,1
20170621,23:14:01,186.214.59.191,linearIncrease,GnBu,o,750,-1
20170621,23:14:07,186.214.59.191,constant,GnBu,o,300,1
20170621,23:14:07,186.214.59.191,constant,Greys,o,300,-1
20170621,23:14:10,186.214.59.191,linearDecrease,Greys,o,750,1
20170621,23:14:10,186.214.59.191,linearDecrease,Greys,v,750,-1
20170621,23:14:13,186.214.59.191,linearIncrease,GnBu,^,100,1
20170621,23:14:13,186.214.59.191,linearIncrease,GnBu,^,300,-1
20170621,23:14:17,186.214.59.191,constant,GnBu,^,750,-1
20170621,23:14:17,186.214.59.191,constant,GnBu,o,750,1
20170621,23:14:20,186.214.59.191,linearIncrease,Greys,^,750,-1
20170621,23:14:20,186.214.59.191,linearIncrease,GnBu,^,750,1
20170621,23:14:24,186.214.59.191,linearIncrease,YlOrRd,^,300,-1
20170621,23:14:24,186.214.59.191,linearIncrease,YlOrRd,o,300,1
20170621,23:14:32,186.214.59.191,constant,YlOrRd,v,300,-1
20170621,23:14:32,186.214.59.191,constant,GnBu,v,300,1
20170621,23:14:35,186.214.59.191,linearIncrease,Greys,^,300,-1
20170621,23:14:35,186.214.59.191,linearIncrease,YlOrRd,^,300,1
20170621,23:14:38,186.214.59.191,linearDecrease,Greys,^,300,-1
20170621,23:14:38,186.214.59.191,linearDecrease,YlOrRd,^,300,1
20170621,23:14:48,186.214.59.191,constant,Greys,^,100,-1
20170621,23:14:48,186.214.59.191,constant,Greys,v,100,1
20170621,23:14:50,186.214.59.191,constant,GnBu,o,300,-1
20170621,23:14:50,186.214.59.191,constant,GnBu,o,100,1
20170621,23:14:54,186.214.59.191,linearIncrease,Greys,v,100,-1
20170621,23:14:54,186.214.59.191,linearIncrease,YlOrRd,v,100,1
20170621,23:14:58,186.214.59.191,constant,GnBu,^,300,-1
20170621,23:14:58,186.214.59.191,constant,GnBu,v,300,1
20170621,23:15:02,186.214.59.191,linearDecrease,GnBu,^,100,-1
20170621,23:15:02,186.214.59.191,linearDecrease,GnBu,v,100,1
20170621,23:15:02,187.183.131.36,linearIncrease,GnBu,v,100,1
20170621,23:15:02,187.183.131.36,linearIncrease,Greys,v,100,-1
20170621,23:15:08,186.214.59.191,linearDecrease,Greys,v,300,-1
20170621,23:15:08,186.214.59.191,linearDecrease,Greys,^,300,1
20170621,23:15:24,187.183.131.36,constant,YlOrRd,^,100,-1
20170621,23:15:24,187.183.131.36,constant,GnBu,^,100,1
20170621,23:16:03,187.183.131.36,constant,YlOrRd,^,300,-1
20170621,23:16:03,187.183.131.36,constant,YlOrRd,^,100,1
20170621,23:16:19,187.183.131.36,linearIncrease,GnBu,^,300,-1
20170621,23:16:19,187.183.131.36,linearIncrease,YlOrRd,^,300,1
20170621,23:16:47,187.183.131.36,linearDecrease,GnBu,v,100,1
20170621,23:16:47,187.183.131.36,linearDecrease,GnBu,o,100,-1
20170621,23:17:02,187.183.131.36,constant,YlOrRd,o,300,1
20170621,23:17:02,187.183.131.36,constant,YlOrRd,o,750,-1
20170621,23:17:24,187.183.131.36,linearDecrease,YlOrRd,v,100,1
20170621,23:17:24,187.183.131.36,linearDecrease,YlOrRd,o,100,-1
20170621,23:17:58,187.183.131.36,linearDecrease,YlOrRd,v,100,1
20170621,23:17:58,187.183.131.36,linearDecrease,YlOrRd,^,100,-1
20170621,23:18:18,187.183.131.36,linearDecrease,GnBu,o,100,1
20170621,23:18:18,187.183.131.36,linearDecrease,GnBu,o,300,-1
20170621,23:18:39,187.183.131.36,linearDecrease,YlOrRd,^,300,1
20170621,23:18:39,187.183.131.36,linearDecrease,YlOrRd,v,300,-1
20170621,23:18:48,187.183.131.36,linearIncrease,Greys,o,100,-1
20170621,23:18:48,187.183.131.36,linearIncrease,YlOrRd,o,100,1
20170621,23:19:02,187.183.131.36,constant,YlOrRd,v,300,1
20170621,23:19:02,187.183.131.36,constant,YlOrRd,v,750,-1
20170621,23:19:12,187.183.131.36,constant,Greys,o,300,-1
20170621,23:19:12,187.183.131.36,constant,GnBu,o,300,1
20170621,23:19:30,187.183.131.36,linearDecrease,YlOrRd,o,300,-1
20170621,23:19:30,187.183.131.36,linearDecrease,YlOrRd,v,300,1
20170621,23:19:45,187.183.131.36,constant,YlOrRd,^,300,1
20170621,23:19:45,187.183.131.36,constant,YlOrRd,o,300,-1
20170621,23:19:54,187.183.131.36,linearIncrease,GnBu,^,750,-1
20170621,23:19:54,187.183.131.36,linearIncrease,GnBu,^,300,1
20170621,23:20:14,187.183.131.36,linearIncrease,GnBu,v,300,-1
20170621,23:20:14,187.183.131.36,linearIncrease,GnBu,v,100,1
20170621,23:20:25,187.183.131.36,linearIncrease,YlOrRd,o,750,1
20170621,23:20:25,187.183.131.36,linearIncrease,Greys,o,750,-1
20170621,23:20:34,187.183.131.36,linearDecrease,YlOrRd,^,750,1
20170621,23:20:34,187.183.131.36,linearDecrease,Greys,^,750,-1
20170621,23:20:45,187.183.131.36,linearDecrease,YlOrRd,^,100,1
20170621,23:20:45,187.183.131.36,linearDecrease,YlOrRd,o,100,-1
20170622,00:35:18,177.79.25.111,linearIncrease,GnBu,v,300,1
20170622,00:35:18,177.79.25.111,linearIncrease,GnBu,o,300,-1
20170622,00:35:22,177.79.25.111,linearIncrease,GnBu,^,750,1
20170622,00:35:22,177.79.25.111,linearIncrease,GnBu,v,750,-1
20170622,00:35:26,177.79.25.111,linearIncrease,GnBu,^,100,-1
20170622,00:35:26,177.79.25.111,linearIncrease,YlOrRd,^,100,1
20170622,00:35:31,177.79.25.111,linearDecrease,Greys,^,750,-1
20170622,00:35:31,177.79.25.111,linearDecrease,Greys,^,100,1
20170622,00:35:34,177.79.25.111,linearDecrease,Greys,^,300,-1
20170622,00:35:34,177.79.25.111,linearDecrease,GnBu,^,300,1
20170622,00:35:38,177.79.25.111,linearIncrease,GnBu,o,300,-1
20170622,00:35:38,177.79.25.111,linearIncrease,GnBu,v,300,1
20170622,00:35:48,177.79.25.111,linearIncrease,Greys,^,750,-1
20170622,00:35:48,177.79.25.111,linearIncrease,Greys,v,750,1
20170622,00:35:51,177.79.25.111,linearIncrease,GnBu,v,100,-1
20170622,00:35:51,177.79.25.111,linearIncrease,GnBu,o,100,1
20170622,00:35:54,177.79.25.111,constant,Greys,^,750,-1
20170622,00:35:54,177.79.25.111,constant,GnBu,^,750,1
20170622,00:35:58,177.79.25.111,linearDecrease,YlOrRd,v,750,-1
20170622,00:35:58,177.79.25.111,linearDecrease,YlOrRd,v,300,1
20170622,00:36:00,177.79.25.111,linearIncrease,YlOrRd,v,300,1
20170622,00:36:00,177.79.25.111,linearIncrease,Greys,v,300,-1
20170622,00:36:02,177.79.25.111,constant,YlOrRd,^,750,1
20170622,00:36:02,177.79.25.111,constant,GnBu,^,750,-1
20170622,00:36:05,177.79.25.111,linearDecrease,GnBu,v,300,1
20170622,00:36:05,177.79.25.111,linearDecrease,Greys,v,300,-1
20170622,00:36:08,177.79.25.111,linearIncrease,Greys,o,100,-1
20170622,00:36:08,177.79.25.111,linearIncrease,YlOrRd,o,100,1
20170622,00:36:10,177.79.25.111,constant,GnBu,v,100,-1
20170622,00:36:10,177.79.25.111,constant,YlOrRd,v,100,1
20170622,00:36:13,177.79.25.111,linearDecrease,YlOrRd,^,100,-1
20170622,00:36:13,177.79.25.111,linearDecrease,YlOrRd,v,100,1
20170622,00:36:15,177.79.25.111,linearIncrease,GnBu,v,300,1
20170622,00:36:15,177.79.25.111,linearIncrease,GnBu,v,750,-1
20170622,00:36:18,177.79.25.111,linearDecrease,YlOrRd,v,100,-1
20170622,00:36:18,177.79.25.111,linearDecrease,YlOrRd,v,300,1
20170622,00:36:21,177.79.25.111,linearDecrease,GnBu,v,750,-1
20170622,00:36:21,177.79.25.111,linearDecrease,GnBu,v,100,1
20170622,00:36:23,177.79.25.111,constant,Greys,^,100,-1
20170622,00:36:23,177.79.25.111,constant,YlOrRd,^,100,1
20170622,01:45:22,191.204.208.92,linearDecrease,GnBu,v,100,1
20170622,01:45:22,191.204.208.92,linearDecrease,YlOrRd,v,100,-1
20170622,01:45:29,191.204.208.92,linearDecrease,YlOrRd,v,300,-1
20170622,01:45:29,191.204.208.92,linearDecrease,GnBu,v,300,1
20170622,01:45:43,191.204.208.92,linearIncrease,Greys,o,300,1
20170622,01:45:43,191.204.208.92,linearIncrease,Greys,^,300,-1
20170622,01:52:25,179.159.206.23,constant,GnBu,o,100,1
20170622,01:52:25,179.159.206.23,constant,YlOrRd,o,100,-1
20170622,01:52:34,179.159.206.23,linearDecrease,YlOrRd,v,750,-1
20170622,01:52:34,179.159.206.23,linearDecrease,YlOrRd,o,750,1
20170622,01:52:51,179.159.206.23,constant,Greys,o,750,-1
20170622,01:52:51,179.159.206.23,constant,Greys,v,750,1
20170622,01:53:02,179.159.206.23,linearIncrease,YlOrRd,^,100,-1
20170622,01:53:02,179.159.206.23,linearIncrease,YlOrRd,^,750,1
20170622,01:53:09,179.159.206.23,constant,Greys,v,100,-1
20170622,01:53:09,179.159.206.23,constant,Greys,v,750,1
20170622,01:53:15,179.159.206.23,linearDecrease,YlOrRd,o,100,1
20170622,01:53:15,179.159.206.23,linearDecrease,YlOrRd,^,100,-1
20170622,01:53:25,179.159.206.23,linearDecrease,YlOrRd,v,100,1
20170622,01:53:25,179.159.206.23,linearDecrease,YlOrRd,^,100,-1
20170622,01:53:44,179.159.206.23,linearIncrease,YlOrRd,^,100,-1
20170622,01:53:44,179.159.206.23,linearIncrease,YlOrRd,v,100,1
20170622,01:54:01,179.159.206.23,linearDecrease,Greys,v,750,-1
20170622,01:54:01,179.159.206.23,linearDecrease,YlOrRd,v,750,1
20170622,01:54:10,179.159.206.23,linearDecrease,Greys,o,750,-1
20170622,01:54:10,179.159.206.23,linearDecrease,GnBu,o,750,1
20170622,01:54:26,179.159.206.23,linearDecrease,GnBu,^,300,1
20170622,01:54:26,179.159.206.23,linearDecrease,Greys,^,300,-1
20170622,01:54:29,179.159.206.23,constant,GnBu,o,750,1
20170622,01:54:29,179.159.206.23,constant,Greys,o,750,-1
20170622,01:54:35,179.159.206.23,linearIncrease,YlOrRd,^,100,-1
20170622,01:54:35,179.159.206.23,linearIncrease,YlOrRd,v,100,1
20170622,01:54:53,179.159.206.23,linearIncrease,YlOrRd,v,750,-1
20170622,01:54:53,179.159.206.23,linearIncrease,GnBu,v,750,1
20170622,01:54:59,179.159.206.23,linearIncrease,Greys,o,100,1
20170622,01:54:59,179.159.206.23,linearIncrease,Greys,^,100,-1
20170622,01:55:10,179.159.206.23,linearIncrease,GnBu,o,300,1
20170622,01:55:10,179.159.206.23,linearIncrease,GnBu,^,300,-1
20170622,01:55:20,179.159.206.23,linearIncrease,GnBu,^,750,-1
20170622,01:55:20,179.159.206.23,linearIncrease,GnBu,o,750,1
20170622,01:55:23,179.159.206.23,constant,YlOrRd,v,300,1
20170622,01:55:23,179.159.206.23,constant,YlOrRd,v,100,-1
20170622,01:55:30,179.159.206.23,linearIncrease,Greys,o,750,-1
20170622,01:55:30,179.159.206.23,linearIncrease,YlOrRd,o,750,1
20170622,01:55:41,179.159.206.23,constant,Greys,^,300,1
20170622,01:55:41,179.159.206.23,constant,Greys,v,300,-1
20170622,02:09:45,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,Greys,^,300,-1
20170622,02:09:45,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,YlOrRd,^,300,1
20170622,02:09:55,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,GnBu,^,100,1
20170622,02:09:55,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,GnBu,^,750,-1
